,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,flag_suburb,flag_street_Address,flag_type,flag_regionname
2447,7.5,3.0,2.0,2.0,289.0,181.0,2010.0,-37.8451,145.0525,38.0,9.0,2.0,0.0
2448,7.5,3.0,3.0,2.0,523.0,316.0,1955.0,-37.8319,145.0503,38.0,2992.0,0.0,0.0
2449,7.5,2.0,1.0,1.0,172.0,90.0,1960.0,-37.8437,145.0536,38.0,570.0,1.0,0.0
2450,7.5,5.0,3.0,3.0,757.0,240.0,1925.0,-37.8176,145.0548,38.0,2785.0,0.0,0.0
2451,7.5,4.0,2.0,2.0,556.0,220.0,1900.0,-37.8204,145.0516,38.0,1228.0,0.0,0.0
2452,7.5,2.0,1.0,2.0,326.0,113.0,1940.0,-37.8373,145.0455,38.0,3361.0,0.0,0.0
2453,7.5,2.0,1.0,1.0,1153.0,69.0,1970.0,-37.8227,145.0528,38.0,236.0,1.0,0.0
2454,7.5,6.0,2.0,0.0,350.0,198.0,1900.0,-37.8219,145.0556,38.0,794.0,0.0,0.0
2455,7.5,1.0,1.0,1.0,2276.0,58.0,1950.0,-37.8343,145.0547,38.0,2509.0,1.0,0.0
2456,7.5,2.0,1.0,1.0,0.0,78.0,1965.0,-37.839,145.0459,38.0,147.0,1.0,0.0
2457,7.5,3.0,1.0,1.0,354.0,115.0,1900.0,-37.8225,145.0551,38.0,75.0,0.0,0.0
2458,7.5,1.0,1.0,0.0,917.0,44.0,1970.0,-37.8338,145.0545,38.0,373.0,1.0,0.0
2459,7.5,3.0,2.0,1.0,255.0,115.0,1890.0,-37.8266,145.0493,38.0,142.0,0.0,0.0
2460,7.5,3.0,1.0,1.0,211.0,120.0,1990.0,-37.8204,145.0489,38.0,1228.0,0.0,0.0
2461,10.6,2.0,1.0,1.0,132.0,69.0,1972.0,-37.7519,145.0687,103.0,891.0,1.0,3.0
2462,10.6,3.0,1.0,1.0,858.0,136.0,1960.0,-37.7504,145.0643,103.0,2795.0,0.0,3.0
2463,10.6,2.0,1.0,2.0,235.0,123.0,1990.0,-37.7519,145.0696,103.0,205.0,2.0,3.0
2464,10.6,2.0,1.0,1.0,182.0,110.0,1973.0,-37.7587,145.0657,103.0,56.0,2.0,3.0
2465,10.6,2.0,1.0,1.0,187.0,89.0,1980.0,-37.7518,145.0698,103.0,205.0,0.0,3.0
2466,10.6,3.0,1.0,2.0,600.0,190.0,1950.0,-37.751999999999995,145.0722,103.0,402.0,0.0,3.0
2467,10.6,2.0,1.0,2.0,153.0,97.0,1972.0,-37.7538,145.0695,103.0,205.0,1.0,3.0
2468,10.6,3.0,1.0,2.0,577.0,140.0,1955.0,-37.7494,145.0703,103.0,88.0,0.0,3.0
2469,10.6,5.0,2.0,2.0,580.0,222.0,1940.0,-37.7539,145.0577,103.0,3341.0,0.0,3.0
2470,10.6,3.0,1.0,1.0,662.0,159.0,1950.0,-37.7507,145.062,103.0,2207.0,0.0,3.0
2471,10.6,2.0,1.0,1.0,110.0,88.0,2010.0,-37.7489,145.07,103.0,88.0,2.0,3.0
2472,10.6,3.0,1.0,1.0,639.0,115.0,1965.0,-37.7502,145.0605,103.0,256.0,0.0,3.0
2473,10.6,3.0,1.0,1.0,827.0,109.0,1952.0,-37.74800000000001,145.0625,103.0,3344.0,0.0,3.0
2474,10.6,2.0,1.0,2.0,247.0,68.0,1974.0,-37.7502,145.069,103.0,916.0,1.0,3.0
2475,10.6,5.0,3.0,2.0,649.0,357.0,2017.0,-37.7501,145.0822,103.0,2767.0,0.0,3.0
2476,10.6,3.0,1.0,2.0,0.0,125.0,1950.0,-37.7502,145.0718,103.0,833.0,0.0,3.0
2477,9.0,5.0,4.0,2.0,2064.0,405.0,1951.0,-37.7769,145.0605,131.0,63.0,0.0,3.0
2478,9.0,3.0,1.0,1.0,624.0,117.0,1950.0,-37.7741,145.0506,131.0,1647.0,0.0,3.0
2479,9.0,2.0,1.0,1.0,1473.0,65.0,1960.0,-37.7713,145.0499,131.0,3206.0,1.0,3.0
2480,9.0,4.0,3.0,3.0,948.0,249.0,1960.0,-37.7759,145.063,131.0,783.0,0.0,3.0
2481,9.0,4.0,2.0,2.0,830.0,315.0,1950.0,-37.7679,145.0673,131.0,325.0,0.0,3.0
2482,9.0,4.0,2.0,2.0,1004.0,247.0,1935.0,-37.7689,145.0665,131.0,325.0,0.0,3.0
2483,9.0,4.0,3.0,2.0,583.0,318.0,1975.0,-37.7719,145.0582,131.0,890.0,0.0,3.0
2484,9.0,4.0,3.0,3.0,826.0,250.0,1955.0,-37.7793,145.0654,131.0,63.0,0.0,3.0
2485,9.0,3.0,2.0,1.0,180.0,165.0,2012.0,-37.772,145.0538,131.0,1882.0,2.0,3.0
2486,14.5,3.0,1.0,0.0,610.0,121.0,1955.0,-37.6885,144.9092,121.0,944.0,0.0,1.0
2487,14.5,3.0,1.0,2.0,600.0,110.0,1950.0,-37.6866,144.9086,121.0,614.0,0.0,1.0
2488,14.5,3.0,1.0,2.0,650.0,90.0,1975.0,-37.687,144.9084,121.0,614.0,0.0,1.0
2489,14.5,3.0,1.0,2.0,647.0,173.0,1960.0,-37.6904,144.9121,121.0,1021.0,0.0,1.0
2490,14.5,3.0,1.0,1.0,601.0,92.0,1960.0,-37.6889,144.9109,121.0,593.0,0.0,1.0
2491,14.5,3.0,1.0,3.0,624.0,93.0,1966.0,-37.6862,144.91299999999995,121.0,169.0,0.0,1.0
2492,14.5,3.0,1.0,2.0,598.0,92.0,1965.0,-37.6878,144.9112,121.0,593.0,0.0,1.0
2493,14.5,2.0,1.0,2.0,729.0,88.0,1960.0,-37.6909,144.9136,121.0,614.0,0.0,1.0
2494,12.4,3.0,2.0,1.0,218.0,110.0,2004.0,-37.7133,145.0374,199.0,270.0,1.0,1.0
2495,12.4,2.0,1.0,1.0,907.0,165.0,1960.0,-37.7143,145.039,199.0,3037.0,0.0,1.0
2496,12.4,4.0,1.0,1.0,465.0,120.0,1970.0,-37.7126,145.03,199.0,270.0,0.0,1.0
2497,12.4,3.0,2.0,1.0,468.0,153.0,1970.0,-37.7125,145.0306,199.0,270.0,0.0,1.0
2498,7.8,2.0,2.0,1.0,180.0,179.0,2011.0,-37.8115,144.8763,97.0,88.0,0.0,2.0
2499,7.8,2.0,2.0,2.0,269.0,123.0,1915.0,-37.8108,144.8819,97.0,139.0,0.0,2.0
2500,7.8,2.0,1.0,1.0,259.0,105.0,1940.0,-37.8046,144.8831,97.0,139.0,0.0,2.0
2501,7.8,3.0,2.0,2.0,275.0,145.0,1920.0,-37.8118,144.8801,97.0,517.0,0.0,2.0
2502,7.8,2.0,1.0,1.0,224.0,89.0,1915.0,-37.8083,144.8841,97.0,68.0,0.0,2.0
2503,7.8,3.0,1.0,1.0,350.0,114.0,1950.0,-37.8123,144.8805,97.0,617.0,0.0,2.0
2504,7.8,2.0,2.0,0.0,84.0,130.0,1900.0,-37.8058,144.8846,97.0,68.0,0.0,2.0
2505,7.8,2.0,1.0,1.0,117.0,74.0,2008.0,-37.8083,144.8775,97.0,88.0,1.0,2.0
2506,7.8,2.0,1.0,1.0,220.0,219.0,1890.0,-37.8068,144.8782,97.0,217.0,0.0,2.0
2507,7.8,1.0,1.0,1.0,0.0,36.0,1970.0,-37.81,144.8786,97.0,789.0,1.0,2.0
2508,7.8,3.0,2.0,0.0,272.0,132.0,1915.0,-37.8079,144.8825,97.0,139.0,0.0,2.0
2509,7.8,4.0,2.0,1.0,276.0,4.0,1948.0,-37.8039,144.8849,97.0,68.0,0.0,2.0
2510,7.8,4.0,2.0,1.0,274.0,172.0,1910.0,-37.8078,144.8825,97.0,139.0,0.0,2.0
2511,7.8,3.0,1.0,1.0,275.0,100.0,1920.0,-37.8085,144.8802,97.0,299.0,0.0,2.0
2512,7.8,3.0,2.0,1.0,343.0,109.0,1920.0,-37.8066,144.8811,97.0,517.0,0.0,2.0
2513,7.8,1.0,1.0,1.0,0.0,38.0,1960.0,-37.8089,144.8788,97.0,789.0,1.0,2.0
2514,12.1,4.0,3.0,2.0,286.0,160.0,1990.0,-37.8958,145.0696,61.0,277.0,2.0,0.0
2515,12.1,3.0,2.0,2.0,302.0,172.0,2000.0,-37.9043,145.0622,61.0,1878.0,2.0,0.0
2516,12.1,2.0,1.0,1.0,274.0,107.0,1925.0,-37.8968,145.075,61.0,75.0,0.0,0.0
2517,12.1,2.0,1.0,1.0,161.0,89.0,1980.0,-37.8955,145.07299999999995,61.0,351.0,1.0,0.0
2518,12.1,3.0,2.0,1.0,277.0,109.0,1975.0,-37.8936,145.0709,61.0,1735.0,1.0,0.0
2519,12.1,3.0,1.0,2.0,595.0,130.0,1957.0,-37.9027,145.0684,61.0,1239.0,0.0,0.0
2520,12.1,2.0,1.0,2.0,275.0,94.0,1975.0,-37.8936,145.0725,61.0,1166.0,1.0,0.0
2521,12.1,3.0,1.0,2.0,618.0,163.0,1960.0,-37.8991,145.0686,61.0,1816.0,0.0,0.0
2522,12.1,3.0,2.0,2.0,834.0,168.0,1954.0,-37.8959,145.0736,61.0,351.0,0.0,0.0
2523,12.1,2.0,2.0,2.0,5289.0,72.0,2013.0,-37.8882,145.0666,61.0,184.0,1.0,0.0
2524,12.1,4.0,2.0,2.0,660.0,167.0,1920.0,-37.8932,145.0681,61.0,1263.0,0.0,0.0
2525,12.1,1.0,1.0,1.0,0.0,37.0,1966.0,-37.8944,145.0733,61.0,1166.0,1.0,0.0
2526,12.1,5.0,2.0,2.0,683.0,223.0,1960.0,-37.9055,145.0691,61.0,1359.0,0.0,0.0
2527,12.1,3.0,1.0,1.0,181.0,104.0,1975.0,-37.8966,145.0737,61.0,351.0,1.0,0.0
2528,12.1,2.0,2.0,1.0,293.0,125.0,2004.0,-37.9033,145.0727,61.0,2538.0,0.0,0.0
2529,12.1,2.0,2.0,1.0,5289.0,70.0,2013.0,-37.8882,145.0666,61.0,184.0,1.0,0.0
2530,12.1,4.0,2.0,2.0,557.0,178.0,1955.0,-37.906,145.07399999999996,61.0,757.0,0.0,0.0
2531,12.1,4.0,1.0,1.0,102.0,92.0,1960.0,-37.8894,145.0679,61.0,2960.0,1.0,0.0
2532,12.1,3.0,2.0,2.0,506.0,169.0,1950.0,-37.902,145.0705,61.0,1239.0,0.0,0.0
2533,12.1,3.0,2.0,2.0,553.0,138.0,1960.0,-37.9031,145.0668,61.0,384.0,0.0,0.0
2534,12.1,4.0,2.0,2.0,990.0,267.0,2003.0,-37.8916,145.0753,61.0,127.0,0.0,0.0
2535,12.1,2.0,1.0,1.0,186.0,110.0,1980.0,-37.8947,145.0722,61.0,351.0,2.0,0.0
2536,11.8,3.0,2.0,2.0,650.0,150.0,1950.0,-37.8986,145.0359,46.0,537.0,0.0,0.0
2537,11.8,4.0,1.0,2.0,903.0,235.0,1985.0,-37.9062,145.0263,46.0,57.0,0.0,0.0
2538,11.8,4.0,2.0,2.0,705.0,226.0,1922.0,-37.9035,145.028,46.0,180.0,0.0,0.0
2539,11.8,1.0,1.0,1.0,0.0,36.0,1960.0,-37.9028,145.0475,46.0,107.0,1.0,0.0
2540,11.8,3.0,1.0,1.0,805.0,808.0,1925.0,-37.9066,145.0354,46.0,173.0,0.0,0.0
2541,11.8,4.0,2.0,1.0,678.0,162.0,1920.0,-37.9065,145.0461,46.0,427.0,0.0,0.0
2542,11.8,3.0,1.0,1.0,265.0,91.0,1990.0,-37.906,145.04,46.0,1058.0,1.0,0.0
2543,11.8,3.0,2.0,2.0,667.0,142.0,1950.0,-37.9088,145.0471,46.0,1094.0,0.0,0.0
2544,11.8,3.0,2.0,2.0,326.0,188.0,2000.0,-37.903,145.0285,46.0,180.0,2.0,0.0
2545,11.8,3.0,2.0,3.0,0.0,93.0,1970.0,-37.9018,145.0477,46.0,2777.0,1.0,0.0
2546,11.8,2.0,1.0,1.0,210.0,90.0,1996.0,-37.9001,145.0428,46.0,1040.0,0.0,0.0
2547,11.8,3.0,1.0,1.0,551.0,156.0,1940.0,-37.9036,145.0521,46.0,541.0,0.0,0.0
2548,11.8,4.0,3.0,1.0,718.0,189.0,1939.0,-37.9061,145.0509,46.0,1202.0,0.0,0.0
2549,11.8,3.0,1.0,2.0,578.0,140.0,1935.0,-37.9047,145.0274,46.0,859.0,0.0,0.0
2550,11.8,4.0,2.0,2.0,691.0,193.0,1935.0,-37.905,145.029,46.0,75.0,0.0,0.0
2551,11.8,3.0,2.0,1.0,180.0,92.0,1997.0,-37.9069,145.041,46.0,1058.0,1.0,0.0
2552,11.8,4.0,2.0,2.0,862.0,153.0,1970.0,-37.8993,145.0447,46.0,34.0,0.0,0.0
2553,11.8,4.0,2.0,2.0,666.0,158.0,1937.0,-37.9032,145.049,46.0,456.0,0.0,0.0
2554,11.8,3.0,1.0,1.0,397.0,124.0,1940.0,-37.9064,145.0291,46.0,75.0,0.0,0.0
2555,11.8,1.0,1.0,1.0,0.0,36.0,1970.0,-37.9028,145.0426,46.0,1040.0,1.0,0.0
2556,11.8,2.0,1.0,1.0,0.0,52.0,2011.0,-37.8986,145.042,46.0,153.0,1.0,0.0
2557,11.8,3.0,2.0,1.0,238.0,127.0,1998.0,-37.9062,145.02700000000004,46.0,57.0,1.0,0.0
2558,11.8,3.0,2.0,1.0,382.0,137.0,1998.0,-37.9061,145.0478,46.0,3286.0,1.0,0.0
2559,11.8,3.0,2.0,2.0,0.0,163.0,1980.0,-37.9071,145.0439,46.0,1272.0,0.0,0.0
2560,11.8,2.0,1.0,1.0,0.0,69.0,1970.0,-37.903,145.0452,46.0,35.0,1.0,0.0
2561,11.8,1.0,1.0,1.0,0.0,44.0,2010.0,-37.9016,145.0414,46.0,153.0,1.0,0.0
2562,11.8,2.0,1.0,1.0,0.0,65.0,1970.0,-37.903,145.0452,46.0,35.0,1.0,0.0
2563,11.8,2.0,1.0,2.0,452.0,105.0,1930.0,-37.9024,145.0539,46.0,2367.0,0.0,0.0
2564,11.8,2.0,1.0,1.0,94.0,91.0,1970.0,-37.9011,145.0474,46.0,347.0,1.0,0.0
2565,11.8,2.0,1.0,1.0,0.0,68.0,1970.0,-37.9031,145.0444,46.0,34.0,1.0,0.0
2566,8.2,6.0,3.0,2.0,554.0,199.0,1940.0,-37.8053,144.8681,40.0,1998.0,0.0,2.0
2567,8.2,2.0,1.0,1.0,444.0,98.0,1940.0,-37.7933,144.876,40.0,121.0,0.0,2.0
2568,8.2,4.0,1.0,1.0,255.0,131.0,1920.0,-37.7906,144.8687,40.0,1299.0,0.0,2.0
2569,8.2,4.0,2.0,3.0,390.0,149.0,1950.0,-37.7926,144.8639,40.0,216.0,0.0,2.0
2570,8.2,4.0,2.0,2.0,497.0,179.0,1980.0,-37.7903,144.8639,40.0,245.0,0.0,2.0
2571,8.2,4.0,2.0,1.0,0.0,171.0,1970.0,-37.809,144.8686,40.0,773.0,1.0,2.0
2572,8.2,2.0,1.0,1.0,0.0,56.0,1965.0,-37.7964,144.8672,40.0,0.0,1.0,2.0
2573,8.2,2.0,1.0,2.0,0.0,75.0,1970.0,-37.7952,144.8749,40.0,58.0,0.0,2.0
2574,8.2,2.0,1.0,1.0,80.0,64.0,1980.0,-37.806,144.8674,40.0,489.0,0.0,2.0
2575,8.2,3.0,1.0,2.0,302.0,125.0,1938.0,-37.8066,144.8666,40.0,489.0,0.0,2.0
2576,8.2,4.0,2.0,1.0,0.0,171.0,1970.0,-37.809,144.8686,40.0,773.0,1.0,2.0
2577,8.2,3.0,1.0,2.0,347.0,113.0,1925.0,-37.8067,144.8761,40.0,922.0,0.0,2.0
2578,8.2,3.0,1.0,1.0,442.0,123.0,1950.0,-37.7914,144.8812,40.0,2190.0,0.0,2.0
2579,8.2,3.0,1.0,1.0,412.0,162.0,1980.0,-37.7941,144.881,40.0,2136.0,0.0,2.0
2580,8.2,3.0,1.0,3.0,440.0,131.0,1950.0,-37.7937,144.8732,40.0,707.0,0.0,2.0
2581,8.2,3.0,1.0,1.0,353.0,360.0,1925.0,-37.7915,144.8733,40.0,53.0,0.0,2.0
2582,8.2,3.0,1.0,2.0,255.0,148.0,2001.0,-37.8038,144.8679,40.0,2564.0,2.0,2.0
2583,8.2,3.0,2.0,3.0,336.0,94.0,1910.0,-37.7995,144.8794,40.0,498.0,0.0,2.0
2584,8.2,2.0,1.0,2.0,426.0,144.0,1930.0,-37.7919,144.8793,40.0,2640.0,0.0,2.0
2585,8.2,2.0,1.0,1.0,154.0,2.0,2005.0,-37.8004,144.8647,40.0,1126.0,1.0,2.0
2586,8.2,3.0,1.0,3.0,448.0,96.0,1925.0,-37.7911,144.8821,40.0,716.0,0.0,2.0
2587,8.2,2.0,1.0,2.0,462.0,101.0,1960.0,-37.8009,144.8653,40.0,1126.0,0.0,2.0
2588,8.2,3.0,1.0,1.0,267.0,95.0,1940.0,-37.8021,144.8629,40.0,2070.0,0.0,2.0
2589,8.2,2.0,1.0,2.0,161.0,700.0,1977.0,-37.7905,144.8714,40.0,387.0,0.0,2.0
2590,8.2,3.0,1.0,4.0,1000.0,85.0,1930.0,-37.7936,144.8639,40.0,511.0,0.0,2.0
2591,8.2,1.0,1.0,1.0,628.0,44.0,1970.0,-37.7993,144.8794,40.0,498.0,1.0,2.0
2592,8.2,4.0,1.0,2.0,536.0,113.0,1925.0,-37.7978,144.8743,40.0,931.0,0.0,2.0
2593,8.2,3.0,1.0,2.0,501.0,147.0,1960.0,-37.7912,144.868,40.0,2978.0,0.0,2.0
2594,8.2,3.0,1.0,3.0,372.0,96.0,1920.0,-37.796,144.8728,40.0,707.0,0.0,2.0
2595,8.2,2.0,1.0,1.0,0.0,90.0,1980.0,-37.7956,144.8762,40.0,1219.0,0.0,2.0
2596,8.2,2.0,1.0,1.0,781.0,82.0,2013.0,-37.8079,144.8684,40.0,1423.0,1.0,2.0
2597,8.2,3.0,1.0,1.0,397.0,127.0,1960.0,-37.7901,144.8682,40.0,387.0,0.0,2.0
2598,13.9,2.0,1.0,2.0,672.0,111.0,1958.0,-37.7812,144.8121,105.0,3231.0,0.0,2.0
2599,13.9,3.0,2.0,3.0,628.0,140.0,1960.0,-37.7801,144.8121,105.0,1723.0,0.0,2.0
2600,13.9,2.0,1.0,0.0,697.0,94.0,1970.0,-37.7778,144.81799999999996,105.0,832.0,0.0,2.0
2601,13.9,3.0,2.0,2.0,605.0,102.0,1965.0,-37.7792,144.8117,105.0,2406.0,0.0,2.0
2602,13.9,4.0,1.0,2.0,837.0,156.0,1930.0,-37.7825,144.8221,105.0,491.0,0.0,2.0
2603,13.9,2.0,1.0,1.0,534.0,90.0,1950.0,-37.7795,144.8204,105.0,3168.0,0.0,2.0
2604,13.9,3.0,1.0,1.0,697.0,110.0,1928.0,-37.7842,144.8175,105.0,380.0,0.0,2.0
2605,13.9,1.0,1.0,1.0,2347.0,43.0,1975.0,-37.7852,144.8272,105.0,263.0,1.0,2.0
2606,13.9,2.0,1.0,1.0,0.0,78.0,1970.0,-37.7796,144.8252,105.0,1136.0,2.0,2.0
2607,13.9,3.0,2.0,7.0,420.0,150.0,1970.0,-37.7848,144.8231,105.0,380.0,1.0,2.0
2608,13.9,3.0,1.0,0.0,697.0,153.0,1920.0,-37.7809,144.8228,105.0,491.0,0.0,2.0
2609,10.9,2.0,1.0,2.0,191.0,87.0,2014.0,-37.8226,144.8392,210.0,2740.0,0.0,2.0
2610,10.4,3.0,1.0,2.0,553.0,137.0,1930.0,-37.8878,145.0456,173.0,34.0,0.0,0.0
2611,10.4,3.0,2.0,1.0,295.0,176.0,1930.0,-37.8904,145.0387,173.0,830.0,0.0,0.0
2612,10.4,2.0,1.0,1.0,0.0,68.0,1970.0,-37.8866,145.0396,173.0,127.0,2.0,0.0
2613,10.4,5.0,3.0,2.0,688.0,347.0,1910.0,-37.8921,145.0381,173.0,830.0,0.0,0.0
2614,10.4,2.0,1.0,1.0,0.0,78.0,1970.0,-37.8866,145.0396,173.0,127.0,2.0,0.0
2615,10.4,2.0,1.0,1.0,1784.0,110.0,1970.0,-37.8966,145.0453,173.0,34.0,1.0,0.0
2616,14.0,2.0,1.0,1.0,0.0,80.0,1960.0,-37.8994,145.0955,91.0,290.0,0.0,0.0
2617,14.0,2.0,1.0,1.0,0.0,87.0,2004.0,-37.8991,145.0939,91.0,290.0,1.0,0.0
2618,14.0,3.0,1.0,1.0,670.0,118.0,1925.0,-37.9033,145.1006,91.0,2424.0,0.0,0.0
2619,14.0,3.0,1.0,2.0,602.0,107.0,1950.0,-37.8923,145.1013,91.0,480.0,0.0,0.0
2620,14.0,3.0,1.0,2.0,340.0,103.0,1930.0,-37.8968,145.0983,91.0,3.0,1.0,0.0
2621,14.0,3.0,2.0,2.0,544.0,146.0,1970.0,-37.9055,145.1024,91.0,4.0,0.0,0.0
2622,14.0,2.0,1.0,2.0,691.0,140.0,1950.0,-37.9109,145.0995,91.0,6.0,0.0,0.0
2623,14.0,3.0,1.0,2.0,548.0,115.0,1975.0,-37.8951,145.101,91.0,1931.0,0.0,0.0
2624,14.0,2.0,2.0,2.0,607.0,138.0,1950.0,-37.8964,145.0977,91.0,3.0,0.0,0.0
2625,14.0,3.0,1.0,2.0,543.0,139.0,1940.0,-37.9023,145.105,91.0,481.0,0.0,0.0
2626,14.0,3.0,2.0,2.0,279.0,95.0,1930.0,-37.9001,145.1009,91.0,290.0,1.0,0.0
2627,14.0,4.0,1.0,2.0,604.0,183.0,1965.0,-37.9087,145.0886,91.0,1086.0,0.0,0.0
2628,14.0,3.0,1.0,2.0,528.0,112.0,1930.0,-37.9066,145.088,91.0,3046.0,0.0,0.0
2629,14.0,5.0,3.0,2.0,695.0,305.0,2015.0,-37.8973,145.0979,91.0,265.0,0.0,0.0
2630,7.4,2.0,2.0,1.0,66.0,111.0,2005.0,-37.8813,144.9964,242.0,31.0,2.0,0.0
2631,7.4,2.0,1.0,1.0,0.0,74.0,1971.0,-37.8788,144.9974,242.0,114.0,1.0,0.0
2632,2.5,2.0,1.0,2.0,176.0,114.0,1920.0,-37.8281,144.9923,136.0,2897.0,0.0,1.0
2633,2.5,1.0,1.0,1.0,0.0,52.0,2007.0,-37.8301,144.9904,136.0,1041.0,1.0,1.0
2634,2.5,3.0,2.0,2.0,324.0,165.0,1880.0,-37.8278,144.9885,136.0,65.0,0.0,1.0
2635,2.5,3.0,2.0,2.0,324.0,165.0,1880.0,-37.8278,144.9885,136.0,65.0,0.0,1.0
2636,2.5,2.0,1.0,1.0,131.0,80.0,1890.0,-37.8274,144.9967,136.0,170.0,0.0,1.0
2637,2.5,2.0,1.0,1.0,125.0,68.0,1900.0,-37.8258,144.99200000000005,136.0,94.0,0.0,1.0
2638,2.5,3.0,2.0,2.0,263.0,166.0,2016.0,-37.8266,144.9894,136.0,16.0,0.0,1.0
2639,2.5,2.0,1.0,1.0,0.0,75.0,2015.0,-37.8255,144.9948,136.0,326.0,1.0,1.0
2640,2.5,2.0,1.0,1.0,151.0,151.0,1998.0,-37.8311,144.9914,136.0,94.0,2.0,1.0
2641,2.5,3.0,1.0,1.0,326.0,100.0,1890.0,-37.8283,144.9946,136.0,71.0,0.0,1.0
2642,2.5,2.0,2.0,2.0,138.0,108.0,2001.0,-37.8288,144.9891,136.0,388.0,0.0,1.0
2643,9.1,5.0,1.0,3.0,669.0,143.0,1950.0,-37.8305,144.8736,145.0,959.0,0.0,2.0
2644,9.1,2.0,2.0,1.0,151.0,102.0,2011.0,-37.8289,144.8671,145.0,20.0,2.0,2.0
2645,9.1,3.0,1.0,5.0,669.0,124.0,1950.0,-37.8321,144.8736,145.0,959.0,0.0,2.0
2646,9.1,4.0,3.0,1.0,662.0,265.0,2016.0,-37.8307,144.8725,145.0,3404.0,2.0,2.0
2647,9.1,3.0,1.0,2.0,144.0,92.0,1980.0,-37.8268,144.8675,145.0,20.0,1.0,2.0
2648,9.1,2.0,1.0,1.0,78.0,130.0,1980.0,-37.8262,144.8677,145.0,20.0,0.0,2.0
2649,9.1,2.0,1.0,1.0,126.0,83.0,1975.0,-37.8315,144.8693,145.0,1117.0,1.0,2.0
2650,9.1,2.0,1.0,1.0,78.0,62.0,1960.0,-37.8337,144.8739,145.0,201.0,1.0,2.0
2651,9.1,2.0,1.0,1.0,228.0,100.0,2000.0,-37.8317,144.8713,145.0,3027.0,2.0,2.0
2652,12.5,4.0,2.0,2.0,697.0,277.0,2012.0,-37.7141,144.8995,243.0,685.0,0.0,2.0
2653,12.5,4.0,3.0,2.0,528.0,192.0,1966.0,-37.7137,144.8987,243.0,685.0,0.0,2.0
2654,5.3,3.0,2.0,1.0,337.0,153.0,1930.0,-37.7813,144.9371,195.0,1847.0,0.0,2.0
2655,5.3,4.0,2.0,1.0,621.0,192.0,1900.0,-37.7778,144.9346,195.0,1499.0,0.0,2.0
2656,5.3,3.0,3.0,2.0,650.0,242.0,1925.0,-37.7796,144.935,195.0,1541.0,0.0,2.0
2657,5.3,2.0,1.0,1.0,0.0,51.0,2012.0,-37.7847,144.9383,195.0,322.0,1.0,2.0
2658,9.3,5.0,2.0,1.0,521.0,208.0,1915.0,-37.8868,145.0462,250.0,34.0,0.0,0.0
2659,12.7,5.0,3.0,6.0,705.0,313.0,2005.0,-37.864000000000004,144.8437,254.0,37.0,0.0,2.0
2660,14.5,3.0,1.0,1.0,696.0,132.0,1975.0,-37.725,144.8586,135.0,326.0,0.0,2.0
2661,14.5,2.0,1.0,1.0,161.0,100.0,2010.0,-37.7251,144.8621,135.0,326.0,2.0,2.0
2662,14.5,3.0,1.0,1.0,255.0,132.0,1991.0,-37.7243,144.8533,135.0,384.0,1.0,2.0
2663,14.5,3.0,1.0,1.0,695.0,141.0,1970.0,-37.7259,144.8579,135.0,384.0,0.0,2.0
2664,14.5,4.0,3.0,1.0,308.0,174.0,1970.0,-37.7231,144.8602,135.0,2131.0,2.0,2.0
2665,14.5,3.0,1.0,1.0,166.0,136.0,1999.0,-37.7169,144.8582,135.0,1639.0,1.0,2.0
2666,14.5,4.0,2.0,1.0,231.0,146.0,2013.0,-37.7263,144.8584,135.0,454.0,2.0,2.0
2667,14.5,3.0,1.0,1.0,338.0,107.0,1960.0,-37.7212,144.8545,135.0,4.0,0.0,2.0
2668,14.5,3.0,2.0,2.0,554.0,129.0,1980.0,-37.7212,144.8598,135.0,2278.0,0.0,2.0
2669,9.8,3.0,2.0,2.0,236.0,193.0,2004.0,-37.8982,145.0121,222.0,898.0,0.0,0.0
2670,9.8,2.0,1.0,1.0,0.0,65.0,1970.0,-37.8971,145.0093,222.0,1366.0,1.0,0.0
2671,9.8,2.0,1.0,1.0,0.0,75.0,1960.0,-37.8994,145.0101,222.0,366.0,1.0,0.0
2672,9.8,4.0,3.0,3.0,474.0,230.0,2010.0,-37.8988,145.0098,222.0,366.0,0.0,0.0
2673,3.7,4.0,2.0,1.0,256.0,156.0,1890.0,-37.7833,144.9681,260.0,821.0,0.0,1.0
2674,9.1,3.0,3.0,2.0,240.0,240.0,2013.0,-37.762,144.8916,92.0,51.0,0.0,2.0
2675,9.1,2.0,1.0,1.0,70.0,72.3,1980.0,-37.7564,144.9043,92.0,2869.0,0.0,2.0
2676,9.1,4.0,2.0,2.0,746.0,161.0,1950.0,-37.7595,144.8993,92.0,435.0,0.0,2.0
2677,3.3,3.0,1.0,1.0,178.0,116.0,1910.0,-37.8473,144.9495,73.0,1169.0,0.0,0.0
2678,3.3,1.0,1.0,1.0,0.0,64.0,1888.0,-37.8487,144.9511,73.0,708.0,1.0,0.0
2679,3.3,3.0,1.0,1.0,163.0,85.0,1890.0,-37.8473,144.955,73.0,59.0,0.0,0.0
2680,3.3,2.0,1.0,0.0,111.0,70.0,1915.0,-37.8445,144.9489,73.0,869.0,0.0,0.0
